customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-05308,Male,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,52.02,2711.91,No
TC-05309,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),90.65,3299.77,No
TC-05310,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,83.66,4244.65,No
TC-05311,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.48,1533.72,Yes
TC-05312,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.46,2595.73,Yes
TC-05313,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,44.27,2763.59,No
TC-05314,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,83.78,1255.29,No
TC-05315,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),85.27,4927.14,No
TC-05316,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,62.49,1216.82,Yes
TC-05317,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,42.94,647.28,Yes
TC-05318,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),98.31,1225.45,No
TC-05319,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.41,2948.5,No
TC-05320,Female,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),23.71,1261.36,No
TC-05321,Male,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.43,4718.14,No
TC-05322,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,27.21,798.21,Yes
TC-05323,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),49.96,2436.37,No
TC-05324,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60.22,3763.35,No
TC-05325,Male,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,35.69,1624.97,No
TC-05326,Female,0,Yes,Yes,29,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),64.89,1926.61,No
TC-05327,Male,1,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,88.62,1952.21,Yes
TC-05328,Male,0,No,No,15,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.7,951.92,Yes
TC-05329,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,41.41,2220.32,Yes
TC-05330,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,59.48,977.87,No
TC-05331,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.24,1272.36,No
TC-05332,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),111.64,5688.79,No
TC-05333,Female,1,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),67.94,3032.59,No
TC-05334,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),106.79,5846.02,No
TC-05335,Male,1,No,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),116.46,6208.02,No
TC-05336,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.9,606.8,Yes
TC-05337,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),32.71,456.63,No
TC-05338,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),105.53,2817.5,No
TC-05339,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,104.24,3682.25,Yes
TC-05340,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,104.86,2268.61,No
TC-05341,Female,0,No,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,113.05,8049.3,No
TC-05342,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,45.64,3044.27,No
TC-05343,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),51.34,1874.93,No
TC-05344,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,86.71,6137.96,Yes
TC-05345,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.39,3198.96,Yes
TC-05346,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.84,3604.96,No
TC-05347,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,43.45,1071.56,No
TC-05348,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),83.84,3419.52,No
TC-05349,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,112.04,1238.49,Yes
TC-05350,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),39.59,2271.82,Yes
TC-05351,Female,0,Yes,No,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,48.69,2447.76,No
TC-05352,Male,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,58.74,2894.54,No
TC-05353,Male,1,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,26.71,1327.66,No
TC-05354,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,35.69,1158.7,No
TC-05355,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.21,1385.83,No
TC-05356,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),25.44,1377.38,No
TC-05357,Female,1,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,54.26,2146.32,No
TC-05358,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,42.41,1516.2,Yes
TC-05359,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.45,144.58,Yes
TC-05360,Male,1,No,No,15,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,78.85,1138.73,No
TC-05361,Female,1,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,107.85,212.88,Yes
TC-05362,Male,1,Yes,No,22,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),38.29,881.55,No
TC-05363,Male,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,26.17,758.05,No
TC-05364,Female,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.4,565.72,No
TC-05365,Female,0,Yes,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.64,1466.83,No
TC-05366,Male,0,No,No,21,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.35,2182.01,Yes
TC-05367,Male,0,No,No,51,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),36.82,1832.0,No
TC-05368,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),32.11,1859.95,No
TC-05369,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,96.78,3140.39,Yes
TC-05370,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,89.24,2547.17,Yes
TC-05371,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,23.7,510.51,No
TC-05372,Male,1,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.96,290.0,Yes
TC-05373,Female,0,No,Yes,52,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.88,3213.08,No
TC-05374,Female,0,No,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,56.69,3052.36,No
TC-05375,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.67,625.08,No
TC-05376,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.74,867.21,Yes
TC-05377,Male,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,42.0,1384.78,No
TC-05378,Male,0,Yes,No,61,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,63.82,3980.17,No
TC-05379,Male,0,No,No,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,106.11,2680.6,No
TC-05380,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),49.82,328.92,No
TC-05381,Male,0,No,No,26,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,21.57,594.71,No
TC-05382,Female,0,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.91,950.61,Yes
TC-05383,Female,0,Yes,No,56,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),67.39,3744.21,No
TC-05384,Female,0,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.71,1933.9,Yes
TC-05385,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,73.14,53.63,No
TC-05386,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),35.99,1046.67,No
TC-05387,Male,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.49,1125.15,No
TC-05388,Male,0,No,No,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),41.14,903.92,No
TC-05389,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),48.11,449.13,No
TC-05390,Female,0,No,Yes,48,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.12,3909.43,No
TC-05391,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.98,3482.61,Yes
TC-05392,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),91.06,6465.07,No
TC-05393,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),26.31,344.04,No
TC-05394,Male,0,Yes,No,29,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,93.46,2695.37,No
TC-05395,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),84.27,3266.99,No
TC-05396,Male,1,No,Yes,11,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,78.51,848.89,No
TC-05397,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),114.69,1454.08,No
TC-05398,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),52.68,52.68,No
TC-05399,Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),86.31,5746.7,No
TC-05400,Male,1,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.32,3563.42,No
TC-05401,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,56.8,1052.44,Yes
TC-05402,Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),96.82,3457.98,Yes
TC-05403,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,58.31,3580.39,No
TC-05404,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),73.86,2010.11,No
TC-05405,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.06,2292.61,No
TC-05406,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.13,4915.48,No
TC-05407,Male,1,No,No,24,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,63.74,1457.21,No
TC-05408,Female,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.78,1507.51,No
TC-05409,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.08,796.76,Yes
TC-05410,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),30.35,952.71,No
TC-05411,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.35,2592.68,Yes
TC-05412,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.43,3317.14,Yes
TC-05413,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.85,4286.19,No
TC-05414,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,109.76,7507.75,No
TC-05415,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.5,262.44,No
TC-05416,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,100.1,100.1,No
TC-05417,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.58,226.98,Yes
TC-05418,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),24.78,1572.73,No
TC-05419,Male,0,Yes,No,57,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),18.01,1015.88,No
TC-05420,Male,1,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.06,539.66,No
TC-05421,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,95.87,5971.63,Yes
TC-05422,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.3,592.32,No
TC-05423,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.07,245.8,No
TC-05424,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.87,1374.45,No
TC-05425,Female,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),21.58,618.07,Yes
TC-05426,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,109.74,7245.45,No
TC-05427,Female,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),27.29,1382.21,No
TC-05428,Female,0,Yes,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.47,3522.18,No
TC-05429,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),24.96,24.96,Yes
TC-05430,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,36.33,254.8,No
TC-05431,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.29,1549.92,No
TC-05432,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),45.71,2957.37,No
TC-05433,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,58.56,2795.89,No
TC-05434,Male,1,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),30.47,800.73,No
TC-05435,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),115.32,3343.84,Yes
TC-05436,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.2,557.82,No
TC-05437,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,95.21,2571.21,No
TC-05438,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.65,1691.21,No
TC-05439,Male,0,No,No,28,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,26.56,772.64,No
TC-05440,Female,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,30.0,354.58,No
TC-05441,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),77.0,2497.99,Yes
TC-05442,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.53,2235.89,Yes
TC-05443,Male,1,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),63.02,1619.43,No
TC-05444,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),72.92,5272.13,Yes
TC-05445,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,75.33,2905.84,No
TC-05446,Female,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),76.26,2414.44,No
TC-05447,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),25.01,1572.61,No
TC-05448,Male,0,Yes,No,38,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,92.05,3406.67,No
TC-05449,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),47.35,1063.55,No
TC-05450,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),29.44,1878.93,No
TC-05451,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,28.22,584.88,No
TC-05452,Female,0,No,No,60,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,41.7,2521.11,No
TC-05453,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,80.87,2079.37,Yes
TC-05454,Male,0,No,Yes,15,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),65.19,1032.91,No
TC-05455,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.71,1236.44,No
TC-05456,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,21.24,477.65,Yes
TC-05457,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),20.47,89.27,No
TC-05458,Female,0,No,Yes,58,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),60.11,3478.96,No
TC-05459,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.81,6872.33,Yes
TC-05460,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.36,2498.57,Yes
TC-05461,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,98.97,6842.32,No
